#PLT-Keyword;PlannedTransportID;PlannedTransportCode;PathSegmentCode;Departure;Arrival;Capacity;TotalPrice;
PLT;0;transport_186_20250602;GER01PLANTBEL01TERM-TRUCK-01;02/06/2025-00:00:00;04/06/2025-00:00:00;10.0;0.0;
PLT;1;transport_187_20250603;GER01PLANTBEL01TERM-TRUCK-01;03/06/2025-00:00:00;05/06/2025-00:00:00;19.0;0.0;
PLT;2;transport_188_20250604;GER01PLANTBEL01TERM-TRUCK-01;04/06/2025-00:00:00;06/06/2025-00:00:00;10.0;0.0;
PLT;3;transport_189_20250605;GER01PLANTBEL01TERM-TRUCK-01;05/06/2025-00:00:00;07/06/2025-00:00:00;10.0;0.0;
PLT;4;transport_190_20250606;GER01PLANTBEL01TERM-TRUCK-01;06/06/2025-00:00:00;08/06/2025-00:00:00;11.0;0.0;
PLT;7;transport_193_20250609;GER01PLANTBEL01TERM-TRUCK-01;09/06/2025-00:00:00;11/06/2025-00:00:00;12.0;0.0;
PLT;8;transport_194_20250610;GER01PLANTBEL01TERM-TRUCK-01;10/06/2025-00:00:00;12/06/2025-00:00:00;18.0;0.0;
PLT;9;transport_195_20250611;GER01PLANTBEL01TERM-TRUCK-01;11/06/2025-00:00:00;13/06/2025-00:00:00;10.0;0.0;
PLT;10;transport_196_20250612;GER01PLANTBEL01TERM-TRUCK-01;12/06/2025-00:00:00;14/06/2025-00:00:00;7.0;0.0;
PLT;11;transport_197_20250613;GER01PLANTBEL01TERM-TRUCK-01;13/06/2025-00:00:00;15/06/2025-00:00:00;8.0;0.0;
PLT;14;transport_200_20250616;GER01PLANTBEL01TERM-TRUCK-01;16/06/2025-00:00:00;18/06/2025-00:00:00;8.0;0.0;
PLT;15;transport_201_20250617;GER01PLANTBEL01TERM-TRUCK-01;17/06/2025-00:00:00;19/06/2025-00:00:00;19.0;0.0;
PLT;16;transport_202_20250618;GER01PLANTBEL01TERM-TRUCK-01;18/06/2025-00:00:00;20/06/2025-00:00:00;6.0;0.0;
PLT;17;transport_203_20250619;GER01PLANTBEL01TERM-TRUCK-01;19/06/2025-00:00:00;21/06/2025-00:00:00;10.0;0.0;
PLT;18;transport_204_20250620;GER01PLANTBEL01TERM-TRUCK-01;20/06/2025-00:00:00;22/06/2025-00:00:00;11.0;0.0;
PLT;21;transport_207_20250623;GER01PLANTBEL01TERM-TRUCK-01;23/06/2025-00:00:00;25/06/2025-00:00:00;9.0;0.0;
PLT;22;transport_208_20250624;GER01PLANTBEL01TERM-TRUCK-01;24/06/2025-00:00:00;26/06/2025-00:00:00;18.0;0.0;
PLT;23;transport_209_20250625;GER01PLANTBEL01TERM-TRUCK-01;25/06/2025-00:00:00;27/06/2025-00:00:00;6.0;0.0;
