#PLT-Keyword;PlannedTransportID;PlannedTransportCode;PathSegmentCode;Departure;Arrival;Capacity;TotalPrice;Unnamed: 8;CapacityRelDiff001;CapacityRelDiff002;CapacityRelDiff003;CapacityRelDiff004;CapacityRelDiff005;CapacityRelDiff006;CapacityRelDiff007;CapacityRelDiff008;CapacityRelDiff009;CapacityRelDiff010;MeanRelDiff;StdRelDiff;AdjustedCapacity
PLT;1;transport0001;GER01PLANTGER02TERM-TRUCK-01;02/06/2025-00:00:00;04/06/2025-00:00:00;23.0;2070.0;;1.3478260869565217;1.2608695652173914;1.0434782608695652;1.0869565217391304;1.1304347826086956;1.0434782608695652;1.0434782608695652;1.2173913043478262;1.0869565217391304;0.9565217391304348;1.1217391304347828;0.1191582886440259;23.0
PLT;2;transport0002;GER01PLANTGER02TERM-TRUCK-01;03/06/2025-00:00:00;05/06/2025-00:00:00;18.0;1620.0;;1.0555555555555556;1.1111111111111112;1.0555555555555556;1.1111111111111112;1.3333333333333333;;0.9444444444444444;1.1111111111111112;1.0555555555555556;1.1666666666666667;1.1049382716049383;0.10557179862029054;17.98859651372366
PLT;3;transport0003;GER01PLANTGER02TERM-TRUCK-01;04/06/2025-00:00:00;06/06/2025-00:00:00;9.0;810.0;;1.2222222222222223;0.8888888888888888;0.8888888888888888;1.0;1.0;1.3333333333333333;;0.8888888888888888;0.8888888888888888;0.8888888888888888;1.0;0.16666666666666669;7.499999999999999
PLT;4;transport0004;GER01PLANTGER02TERM-TRUCK-01;05/06/2025-00:00:00;07/06/2025-00:00:00;9.0;810.0;;1.0;0.7777777777777778;0.7777777777777778;1.0;1.1111111111111112;1.2222222222222223;1.4444444444444444;1.0;1.1111111111111112;1.2222222222222223;1.0666666666666669;0.2042081296605959;7.762126833054639
PLT;5;transport0005;GER01PLANTGER02TERM-TRUCK-01;06/06/2025-00:00:00;08/06/2025-00:00:00;18.0;1620.0;;0.8888888888888888;1.0555555555555556;1.1111111111111112;0.9444444444444444;0.8888888888888888;1.2777777777777777;1.3888888888888888;1.0;1.1666666666666667;1.0555555555555556;1.0777777777777777;0.16396995274947151;16.44854085050951
PLT;6;transport0006;GER01PLANTGER02TERM-TRUCK-01;09/06/2025-00:00:00;11/06/2025-00:00:00;23.0;2070.0;;1.1304347826086956;0.9130434782608695;1.2608695652173914;1.2173913043478262;1.0869565217391304;1.1304347826086956;1.3478260869565217;0.9565217391304348;0.8695652173913043;1.3043478260869565;1.1217391304347828;0.1662565843443477;21.976098560080004
PLT;7;transport0007;GER01PLANTGER02TERM-TRUCK-01;10/06/2025-00:00:00;12/06/2025-00:00:00;18.0;1620.0;;0.9444444444444444;1.1666666666666667;1.1666666666666667;1.1111111111111112;1.0;;0.8888888888888888;1.3888888888888888;;;1.0952380952380953;0.16885686134638042;16.67486221005087
PLT;8;transport0008;GER01PLANTGER02TERM-TRUCK-01;11/06/2025-00:00:00;13/06/2025-00:00:00;9.0;810.0;;1.3333333333333333;1.2222222222222223;;1.2222222222222223;1.3333333333333333;;1.3333333333333333;1.5555555555555556;1.3333333333333333;1.3333333333333333;1.3333333333333333;0.10286889997472792;9.0
PLT;9;transport0009;GER01PLANTGER02TERM-TRUCK-01;12/06/2025-00:00:00;14/06/2025-00:00:00;9.0;810.0;;1.0;1.2222222222222223;1.5555555555555556;0.8888888888888888;1.3333333333333333;1.0;0.8888888888888888;1.3333333333333333;1.2222222222222223;1.4444444444444444;1.1888888888888887;0.23453541035537132;8.589181306801656
PLT;10;transport0010;GER01PLANTGER02TERM-TRUCK-01;13/06/2025-00:00:00;15/06/2025-00:00:00;18.0;1620.0;;1.3888888888888888;1.1111111111111112;0.9444444444444444;0.8888888888888888;1.1111111111111112;1.3888888888888888;1.0555555555555556;1.0555555555555556;1.1666666666666667;1.1666666666666667;1.1277777777777775;0.16365593403915332;17.354193187295234
PLT;11;transport0011;GER01PLANTGER02TERM-TRUCK-01;16/06/2025-00:00:00;18/06/2025-00:00:00;23.0;2070.0;;0.9130434782608695;0.9565217391304348;1.0;0.9565217391304348;;1.173913043478261;1.0;0.9565217391304348;1.3043478260869565;1.173913043478261;1.0483091787439613;0.13479040027346578;21.010931904821398
PLT;12;transport0012;GER01PLANTGER02TERM-TRUCK-01;17/06/2025-00:00:00;19/06/2025-00:00:00;18.0;1620.0;;;0.8888888888888888;1.3888888888888888;1.1666666666666667;;1.1666666666666667;1.2777777777777777;1.0;1.0555555555555556;1.2222222222222223;1.1458333333333333;0.15974378736405034;17.74961182744709
PLT;13;transport0013;GER01PLANTGER02TERM-TRUCK-01;18/06/2025-00:00:00;20/06/2025-00:00:00;9.0;810.0;;1.6666666666666667;1.0;1.1111111111111112;1.0;1.4444444444444444;1.0;1.0;0.8888888888888888;1.2222222222222223;0.8888888888888888;1.1222222222222225;0.2536428691594657;7.817214177564811
PLT;14;transport0014;GER01PLANTGER02TERM-TRUCK-01;19/06/2025-00:00:00;21/06/2025-00:00:00;9.0;810.0;;1.5555555555555556;1.3333333333333333;1.2222222222222223;1.5555555555555556;1.0;1.0;1.2222222222222223;1.3333333333333333;1.2222222222222223;1.2222222222222223;1.2666666666666664;0.19029974190615004;9.0
PLT;15;transport0015;GER01PLANTGER02TERM-TRUCK-01;20/06/2025-00:00:00;22/06/2025-00:00:00;18.0;1620.0;;1.2222222222222223;1.3333333333333333;1.1666666666666667;1.1111111111111112;1.2777777777777777;1.0555555555555556;0.9444444444444444;1.1666666666666667;1.0555555555555556;1.0555555555555556;1.1388888888888888;0.11785113019775789;18.0
PLT;16;transport0016;GER01PLANTGER02TERM-TRUCK-01;23/06/2025-00:00:00;25/06/2025-00:00:00;23.0;2070.0;;1.173913043478261;;;0.9565217391304348;1.1304347826086956;0.9130434782608695;1.0434782608695652;1.0;1.1304347826086956;1.0;1.0434782608695652;0.09296043196953892;21.861910064700602
PLT;17;transport0017;GER01PLANTGER02TERM-TRUCK-01;24/06/2025-00:00:00;26/06/2025-00:00:00;18.0;1620.0;;1.2777777777777777;1.3888888888888888;1.1111111111111112;1.0;1.3333333333333333;1.2222222222222223;1.1111111111111112;;1.0;0.9444444444444444;1.1543209876543208;0.15903300034553394;17.915183771558162
PLT;18;transport0018;GER01PLANTGER02TERM-TRUCK-01;25/06/2025-00:00:00;27/06/2025-00:00:00;9.0;810.0;;1.1111111111111112;0.8888888888888888;1.5555555555555556;0.7777777777777778;1.0;1.2222222222222223;1.1111111111111112;1.1111111111111112;;1.5555555555555556;1.1481481481481481;0.2664350846284844;7.9354175716769735
PLT;19;transport0019;GER01PLANTGER02TERM-TRUCK-01;26/06/2025-00:00:00;28/06/2025-00:00:00;9.0;810.0;;1.2222222222222223;1.3333333333333333;1.0;1.3333333333333333;;0.8888888888888888;1.0;1.1111111111111112;1.2222222222222223;0.8888888888888888;1.1111111111111112;0.17568209223157663;8.418861169915811
PLT;20;transport0020;GER01PLANTGER02TERM-TRUCK-01;27/06/2025-00:00:00;29/06/2025-00:00:00;18.0;1620.0;;0.9444444444444444;1.3888888888888888;1.2222222222222223;1.1111111111111112;1.0;1.4444444444444444;1.2222222222222223;1.3888888888888888;1.2777777777777777;1.0555555555555556;1.2055555555555555;0.17381777822603428;18.0
