#PLT-Keyword;PlannedTransportID;PlannedTransportCode;PathSegmentCode;Departure;Arrival;Capacity;TotalPrice;
PLT;0;transport_3536_20250602;GER01PLANTGER02TERM-TRUCK-01;02/06/2025-00:00:00;04/06/2025-00:00:00;25.0;1705.0;
PLT;1;transport_3537_20250603;GER01PLANTGER02TERM-TRUCK-01;03/06/2025-00:00:00;05/06/2025-00:00:00;16.0;1030.0;
PLT;2;transport_3538_20250604;GER01PLANTGER02TERM-TRUCK-01;04/06/2025-00:00:00;06/06/2025-00:00:00;11.0;1265.0;
PLT;3;transport_3539_20250605;GER01PLANTGER02TERM-TRUCK-01;05/06/2025-00:00:00;07/06/2025-00:00:00;12.0;1057.0;
PLT;4;transport_3540_20250606;GER01PLANTGER02TERM-TRUCK-01;06/06/2025-00:00:00;08/06/2025-00:00:00;20.0;1390.0;
PLT;7;transport_3543_20250609;GER01PLANTGER02TERM-TRUCK-01;09/06/2025-00:00:00;11/06/2025-00:00:00;21.0;1351.0;
PLT;8;transport_3544_20250610;GER01PLANTGER02TERM-TRUCK-01;10/06/2025-00:00:00;12/06/2025-00:00:00;22.0;1638.0;
PLT;9;transport_3545_20250611;GER01PLANTGER02TERM-TRUCK-01;11/06/2025-00:00:00;13/06/2025-00:00:00;12.0;1224.0;
PLT;10;transport_3546_20250612;GER01PLANTGER02TERM-TRUCK-01;12/06/2025-00:00:00;14/06/2025-00:00:00;9.0;972.0;
PLT;11;transport_3547_20250613;GER01PLANTGER02TERM-TRUCK-01;13/06/2025-00:00:00;15/06/2025-00:00:00;20.0;1558.0;
PLT;14;transport_3550_20250616;GER01PLANTGER02TERM-TRUCK-01;16/06/2025-00:00:00;18/06/2025-00:00:00;21.0;1657.0;
PLT;15;transport_3551_20250617;GER01PLANTGER02TERM-TRUCK-01;17/06/2025-00:00:00;19/06/2025-00:00:00;17.0;1988.0;
PLT;16;transport_3552_20250618;GER01PLANTGER02TERM-TRUCK-01;18/06/2025-00:00:00;20/06/2025-00:00:00;10.0;1173.0;
PLT;17;transport_3553_20250619;GER01PLANTGER02TERM-TRUCK-01;19/06/2025-00:00:00;21/06/2025-00:00:00;9.0;655.0;
PLT;18;transport_3554_20250620;GER01PLANTGER02TERM-TRUCK-01;20/06/2025-00:00:00;22/06/2025-00:00:00;26.0;1755.0;
PLT;21;transport_3557_20250623;GER01PLANTGER02TERM-TRUCK-01;23/06/2025-00:00:00;25/06/2025-00:00:00;23.0;2342.0;
PLT;22;transport_3558_20250624;GER01PLANTGER02TERM-TRUCK-01;24/06/2025-00:00:00;26/06/2025-00:00:00;20.0;1990.0;
PLT;23;transport_3559_20250625;GER01PLANTGER02TERM-TRUCK-01;25/06/2025-00:00:00;27/06/2025-00:00:00;11.0;1319.0;
PLT;24;transport_3560_20250626;GER01PLANTGER02TERM-TRUCK-01;26/06/2025-00:00:00;28/06/2025-00:00:00;11.0;973.0;
PLT;25;transport_3561_20250627;GER01PLANTGER02TERM-TRUCK-01;27/06/2025-00:00:00;29/06/2025-00:00:00;18.0;1290.0;
PLT;28;transport_3564_20250630;GER01PLANTGER02TERM-TRUCK-01;30/06/2025-00:00:00;02/07/2025-00:00:00;24.0;2766.0;
PLT;29;transport_3565_20250701;GER01PLANTGER02TERM-TRUCK-01;01/07/2025-00:00:00;03/07/2025-00:00:00;18.0;1907.0;
PLT;30;transport_3566_20250702;GER01PLANTGER02TERM-TRUCK-01;02/07/2025-00:00:00;04/07/2025-00:00:00;10.0;785.0;
PLT;31;transport_3567_20250703;GER01PLANTGER02TERM-TRUCK-01;03/07/2025-00:00:00;05/07/2025-00:00:00;9.0;745.0;
PLT;32;transport_3568_20250704;GER01PLANTGER02TERM-TRUCK-01;04/07/2025-00:00:00;06/07/2025-00:00:00;25.0;2059.0;
PLT;36;transport_3572_20250708;GER01PLANTGER02TERM-TRUCK-01;08/07/2025-00:00:00;10/07/2025-00:00:00;24.0;2749.0;
PLT;37;transport_3573_20250709;GER01PLANTGER02TERM-TRUCK-01;09/07/2025-00:00:00;11/07/2025-00:00:00;9.0;954.0;
PLT;38;transport_3574_20250710;GER01PLANTGER02TERM-TRUCK-01;10/07/2025-00:00:00;12/07/2025-00:00:00;12.0;1415.0;
PLT;39;transport_3575_20250711;GER01PLANTGER02TERM-TRUCK-01;11/07/2025-00:00:00;13/07/2025-00:00:00;25.0;1671.0;
PLT;42;transport_3578_20250714;GER01PLANTGER02TERM-TRUCK-01;14/07/2025-00:00:00;16/07/2025-00:00:00;30.0;3069.0;
PLT;43;transport_3579_20250715;GER01PLANTGER02TERM-TRUCK-01;15/07/2025-00:00:00;17/07/2025-00:00:00;18.0;1730.0;
PLT;45;transport_3581_20250717;GER01PLANTGER02TERM-TRUCK-01;17/07/2025-00:00:00;19/07/2025-00:00:00;9.0;983.0;
PLT;46;transport_3582_20250718;GER01PLANTGER02TERM-TRUCK-01;18/07/2025-00:00:00;20/07/2025-00:00:00;18.0;1718.0;
PLT;49;transport_3585_20250721;GER01PLANTGER02TERM-TRUCK-01;21/07/2025-00:00:00;23/07/2025-00:00:00;26.0;2471.0;
PLT;50;transport_3586_20250722;GER01PLANTGER02TERM-TRUCK-01;22/07/2025-00:00:00;24/07/2025-00:00:00;25.0;2496.0;
PLT;51;transport_3587_20250723;GER01PLANTGER02TERM-TRUCK-01;23/07/2025-00:00:00;25/07/2025-00:00:00;12.0;1119.0;
PLT;52;transport_3588_20250724;GER01PLANTGER02TERM-TRUCK-01;24/07/2025-00:00:00;26/07/2025-00:00:00;11.0;1013.0;
PLT;53;transport_3589_20250725;GER01PLANTGER02TERM-TRUCK-01;25/07/2025-00:00:00;27/07/2025-00:00:00;17.0;1726.0;
PLT;56;transport_3592_20250728;GER01PLANTGER02TERM-TRUCK-01;28/07/2025-00:00:00;30/07/2025-00:00:00;22.0;1336.0;
PLT;57;transport_3593_20250729;GER01PLANTGER02TERM-TRUCK-01;29/07/2025-00:00:00;31/07/2025-00:00:00;19.0;1155.0;
PLT;58;transport_3594_20250730;GER01PLANTGER02TERM-TRUCK-01;30/07/2025-00:00:00;01/08/2025-00:00:00;10.0;1019.0;
PLT;59;transport_3595_20250731;GER01PLANTGER02TERM-TRUCK-01;31/07/2025-00:00:00;02/08/2025-00:00:00;13.0;1488.0;
PLT;60;transport_3596_20250801;GER01PLANTGER02TERM-TRUCK-01;01/08/2025-00:00:00;03/08/2025-00:00:00;25.0;2899.0;
PLT;8;transport_3607_20250610;GER01PLANTGER02TERM-TRAIN-01;10/06/2025-00:00:00;13/06/2025-00:00:00;15.0;0.0;
PLT;10;transport_3609_20250612;GER01PLANTGER02TERM-TRAIN-01;12/06/2025-00:00:00;15/06/2025-00:00:00;15.0;0.0;
PLT;15;transport_3614_20250617;GER01PLANTGER02TERM-TRAIN-01;17/06/2025-00:00:00;20/06/2025-00:00:00;15.0;0.0;
