#PLT-Keyword;PlannedTransportID;PlannedTransportCode;PathSegmentCode;Departure;Arrival;Capacity;TotalPrice;
PLT;0;transport_1860_20250602;GER01PLANTGER02TERM-TRUCK-01;02/06/2025-00:00:00;04/06/2025-00:00:00;29.0;3191.0;
PLT;1;transport_1861_20250603;GER01PLANTGER02TERM-TRUCK-01;03/06/2025-00:00:00;05/06/2025-00:00:00;20.0;1531.0;
PLT;2;transport_1862_20250604;GER01PLANTGER02TERM-TRUCK-01;04/06/2025-00:00:00;06/06/2025-00:00:00;8.0;617.0;
PLT;3;transport_1863_20250605;GER01PLANTGER02TERM-TRUCK-01;05/06/2025-00:00:00;07/06/2025-00:00:00;7.0;652.0;
PLT;4;transport_1864_20250606;GER01PLANTGER02TERM-TRUCK-01;06/06/2025-00:00:00;08/06/2025-00:00:00;19.0;1572.0;
PLT;7;transport_1867_20250609;GER01PLANTGER02TERM-TRUCK-01;09/06/2025-00:00:00;11/06/2025-00:00:00;21.0;1760.0;
PLT;8;transport_1868_20250610;GER01PLANTGER02TERM-TRUCK-01;10/06/2025-00:00:00;12/06/2025-00:00:00;21.0;1360.0;
PLT;9;transport_1869_20250611;GER01PLANTGER02TERM-TRUCK-01;11/06/2025-00:00:00;13/06/2025-00:00:00;11.0;694.0;
PLT;10;transport_1870_20250612;GER01PLANTGER02TERM-TRUCK-01;12/06/2025-00:00:00;14/06/2025-00:00:00;11.0;793.0;
PLT;11;transport_1871_20250613;GER01PLANTGER02TERM-TRUCK-01;13/06/2025-00:00:00;15/06/2025-00:00:00;20.0;1672.0;
PLT;14;transport_1874_20250616;GER01PLANTGER02TERM-TRUCK-01;16/06/2025-00:00:00;18/06/2025-00:00:00;22.0;2274.0;
PLT;15;transport_1875_20250617;GER01PLANTGER02TERM-TRUCK-01;17/06/2025-00:00:00;19/06/2025-00:00:00;16.0;1115.0;
PLT;16;transport_1876_20250618;GER01PLANTGER02TERM-TRUCK-01;18/06/2025-00:00:00;20/06/2025-00:00:00;9.0;1065.0;
PLT;17;transport_1877_20250619;GER01PLANTGER02TERM-TRUCK-01;19/06/2025-00:00:00;21/06/2025-00:00:00;12.0;1099.0;
PLT;18;transport_1878_20250620;GER01PLANTGER02TERM-TRUCK-01;20/06/2025-00:00:00;22/06/2025-00:00:00;24.0;2192.0;
PLT;22;transport_1882_20250624;GER01PLANTGER02TERM-TRUCK-01;24/06/2025-00:00:00;26/06/2025-00:00:00;25.0;1542.0;
PLT;23;transport_1883_20250625;GER01PLANTGER02TERM-TRUCK-01;25/06/2025-00:00:00;27/06/2025-00:00:00;8.0;839.0;
PLT;24;transport_1884_20250626;GER01PLANTGER02TERM-TRUCK-01;26/06/2025-00:00:00;28/06/2025-00:00:00;12.0;835.0;
PLT;25;transport_1885_20250627;GER01PLANTGER02TERM-TRUCK-01;27/06/2025-00:00:00;29/06/2025-00:00:00;25.0;2546.0;
PLT;28;transport_1888_20250630;GER01PLANTGER02TERM-TRUCK-01;30/06/2025-00:00:00;02/07/2025-00:00:00;25.0;2949.0;
PLT;29;transport_1889_20250701;GER01PLANTGER02TERM-TRUCK-01;01/07/2025-00:00:00;03/07/2025-00:00:00;19.0;1687.0;
PLT;30;transport_1890_20250702;GER01PLANTGER02TERM-TRUCK-01;02/07/2025-00:00:00;04/07/2025-00:00:00;11.0;1227.0;
PLT;31;transport_1891_20250703;GER01PLANTGER02TERM-TRUCK-01;03/07/2025-00:00:00;05/07/2025-00:00:00;7.0;607.0;
PLT;32;transport_1892_20250704;GER01PLANTGER02TERM-TRUCK-01;04/07/2025-00:00:00;06/07/2025-00:00:00;21.0;1655.0;
PLT;35;transport_1895_20250707;GER01PLANTGER02TERM-TRUCK-01;07/07/2025-00:00:00;09/07/2025-00:00:00;21.0;1654.0;
PLT;36;transport_1896_20250708;GER01PLANTGER02TERM-TRUCK-01;08/07/2025-00:00:00;10/07/2025-00:00:00;24.0;2178.0;
PLT;37;transport_1897_20250709;GER01PLANTGER02TERM-TRUCK-01;09/07/2025-00:00:00;11/07/2025-00:00:00;11.0;1045.0;
PLT;38;transport_1898_20250710;GER01PLANTGER02TERM-TRUCK-01;10/07/2025-00:00:00;12/07/2025-00:00:00;12.0;1140.0;
PLT;39;transport_1899_20250711;GER01PLANTGER02TERM-TRUCK-01;11/07/2025-00:00:00;13/07/2025-00:00:00;16.0;1020.0;
PLT;42;transport_1902_20250714;GER01PLANTGER02TERM-TRUCK-01;14/07/2025-00:00:00;16/07/2025-00:00:00;25.0;2972.0;
PLT;43;transport_1903_20250715;GER01PLANTGER02TERM-TRUCK-01;15/07/2025-00:00:00;17/07/2025-00:00:00;21.0;1585.0;
PLT;45;transport_1905_20250717;GER01PLANTGER02TERM-TRUCK-01;17/07/2025-00:00:00;19/07/2025-00:00:00;11.0;988.0;
PLT;46;transport_1906_20250718;GER01PLANTGER02TERM-TRUCK-01;18/07/2025-00:00:00;20/07/2025-00:00:00;21.0;1991.0;
PLT;49;transport_1909_20250721;GER01PLANTGER02TERM-TRUCK-01;21/07/2025-00:00:00;23/07/2025-00:00:00;30.0;3557.0;
PLT;50;transport_1910_20250722;GER01PLANTGER02TERM-TRUCK-01;22/07/2025-00:00:00;24/07/2025-00:00:00;19.0;1343.0;
PLT;51;transport_1911_20250723;GER01PLANTGER02TERM-TRUCK-01;23/07/2025-00:00:00;25/07/2025-00:00:00;12.0;1085.0;
PLT;52;transport_1912_20250724;GER01PLANTGER02TERM-TRUCK-01;24/07/2025-00:00:00;26/07/2025-00:00:00;8.0;810.0;
PLT;53;transport_1913_20250725;GER01PLANTGER02TERM-TRUCK-01;25/07/2025-00:00:00;27/07/2025-00:00:00;17.0;2011.0;
PLT;56;transport_1916_20250728;GER01PLANTGER02TERM-TRUCK-01;28/07/2025-00:00:00;30/07/2025-00:00:00;21.0;1656.0;
PLT;57;transport_1917_20250729;GER01PLANTGER02TERM-TRUCK-01;29/07/2025-00:00:00;31/07/2025-00:00:00;20.0;1707.0;
PLT;58;transport_1918_20250730;GER01PLANTGER02TERM-TRUCK-01;30/07/2025-00:00:00;01/08/2025-00:00:00;11.0;775.0;
PLT;59;transport_1919_20250731;GER01PLANTGER02TERM-TRUCK-01;31/07/2025-00:00:00;02/08/2025-00:00:00;12.0;926.0;
PLT;60;transport_1920_20250801;GER01PLANTGER02TERM-TRUCK-01;01/08/2025-00:00:00;03/08/2025-00:00:00;25.0;2491.0;
PLT;63;transport_1923_20250804;GER01PLANTGER02TERM-TRUCK-01;04/08/2025-00:00:00;06/08/2025-00:00:00;23.0;2016.0;
PLT;64;transport_1924_20250805;GER01PLANTGER02TERM-TRUCK-01;05/08/2025-00:00:00;07/08/2025-00:00:00;17.0;1606.0;
PLT;65;transport_1925_20250806;GER01PLANTGER02TERM-TRUCK-01;06/08/2025-00:00:00;08/08/2025-00:00:00;12.0;953.0;
PLT;66;transport_1926_20250807;GER01PLANTGER02TERM-TRUCK-01;07/08/2025-00:00:00;09/08/2025-00:00:00;8.0;710.0;
PLT;67;transport_1927_20250808;GER01PLANTGER02TERM-TRUCK-01;08/08/2025-00:00:00;10/08/2025-00:00:00;20.0;1644.0;
PLT;70;transport_1930_20250811;GER01PLANTGER02TERM-TRUCK-01;11/08/2025-00:00:00;13/08/2025-00:00:00;25.0;1547.0;
PLT;71;transport_1931_20250812;GER01PLANTGER02TERM-TRUCK-01;12/08/2025-00:00:00;14/08/2025-00:00:00;17.0;1952.0;
PLT;72;transport_1932_20250813;GER01PLANTGER02TERM-TRUCK-01;13/08/2025-00:00:00;15/08/2025-00:00:00;9.0;671.0;
PLT;73;transport_1933_20250814;GER01PLANTGER02TERM-TRUCK-01;14/08/2025-00:00:00;16/08/2025-00:00:00;14.0;1512.0;
PLT;74;transport_1934_20250815;GER01PLANTGER02TERM-TRUCK-01;15/08/2025-00:00:00;17/08/2025-00:00:00;17.0;1731.0;
PLT;77;transport_1937_20250818;GER01PLANTGER02TERM-TRUCK-01;18/08/2025-00:00:00;20/08/2025-00:00:00;22.0;2566.0;
PLT;79;transport_1939_20250820;GER01PLANTGER02TERM-TRUCK-01;20/08/2025-00:00:00;22/08/2025-00:00:00;11.0;1243.0;
PLT;80;transport_1940_20250821;GER01PLANTGER02TERM-TRUCK-01;21/08/2025-00:00:00;23/08/2025-00:00:00;14.0;1347.0;
PLT;81;transport_1941_20250822;GER01PLANTGER02TERM-TRUCK-01;22/08/2025-00:00:00;24/08/2025-00:00:00;21.0;2019.0;
PLT;85;transport_1945_20250826;GER01PLANTGER02TERM-TRUCK-01;26/08/2025-00:00:00;28/08/2025-00:00:00;20.0;1512.0;
PLT;86;transport_1946_20250827;GER01PLANTGER02TERM-TRUCK-01;27/08/2025-00:00:00;29/08/2025-00:00:00;14.0;1462.0;
