#PLT-Keyword;PlannedTransportID;PlannedTransportCode;PathSegmentCode;Departure;Arrival;Capacity;TotalPrice;
PLT;0;transport_2780_20250602;GER01PLANTGER02TERM-TRUCK-01;02/06/2025-00:00:00;04/06/2025-00:00:00;24.0;1606.0;
PLT;1;transport_2781_20250603;GER01PLANTGER02TERM-TRUCK-01;03/06/2025-00:00:00;05/06/2025-00:00:00;19.0;2219.0;
PLT;2;transport_2782_20250604;GER01PLANTGER02TERM-TRUCK-01;04/06/2025-00:00:00;06/06/2025-00:00:00;8.0;911.0;
PLT;3;transport_2783_20250605;GER01PLANTGER02TERM-TRUCK-01;05/06/2025-00:00:00;07/06/2025-00:00:00;7.0;550.0;
PLT;4;transport_2784_20250606;GER01PLANTGER02TERM-TRUCK-01;06/06/2025-00:00:00;08/06/2025-00:00:00;20.0;1637.0;
PLT;7;transport_2787_20250609;GER01PLANTGER02TERM-TRUCK-01;09/06/2025-00:00:00;11/06/2025-00:00:00;29.0;3006.0;
PLT;8;transport_2788_20250610;GER01PLANTGER02TERM-TRUCK-01;10/06/2025-00:00:00;12/06/2025-00:00:00;21.0;2091.0;
PLT;10;transport_2790_20250612;GER01PLANTGER02TERM-TRUCK-01;12/06/2025-00:00:00;14/06/2025-00:00:00;14.0;1547.0;
PLT;11;transport_2791_20250613;GER01PLANTGER02TERM-TRUCK-01;13/06/2025-00:00:00;15/06/2025-00:00:00;17.0;1877.0;
PLT;14;transport_2794_20250616;GER01PLANTGER02TERM-TRUCK-01;16/06/2025-00:00:00;18/06/2025-00:00:00;23.0;1695.0;
PLT;15;transport_2795_20250617;GER01PLANTGER02TERM-TRUCK-01;17/06/2025-00:00:00;19/06/2025-00:00:00;25.0;2335.0;
PLT;16;transport_2796_20250618;GER01PLANTGER02TERM-TRUCK-01;18/06/2025-00:00:00;20/06/2025-00:00:00;10.0;761.0;
PLT;17;transport_2797_20250619;GER01PLANTGER02TERM-TRUCK-01;19/06/2025-00:00:00;21/06/2025-00:00:00;11.0;941.0;
PLT;18;transport_2798_20250620;GER01PLANTGER02TERM-TRUCK-01;20/06/2025-00:00:00;22/06/2025-00:00:00;21.0;1667.0;
PLT;22;transport_2802_20250624;GER01PLANTGER02TERM-TRUCK-01;24/06/2025-00:00:00;26/06/2025-00:00:00;20.0;1650.0;
PLT;23;transport_2803_20250625;GER01PLANTGER02TERM-TRUCK-01;25/06/2025-00:00:00;27/06/2025-00:00:00;14.0;979.0;
PLT;24;transport_2804_20250626;GER01PLANTGER02TERM-TRUCK-01;26/06/2025-00:00:00;28/06/2025-00:00:00;9.0;963.0;
PLT;25;transport_2805_20250627;GER01PLANTGER02TERM-TRUCK-01;27/06/2025-00:00:00;29/06/2025-00:00:00;22.0;1551.0;
PLT;28;transport_2808_20250630;GER01PLANTGER02TERM-TRUCK-01;30/06/2025-00:00:00;02/07/2025-00:00:00;30.0;2228.0;
PLT;30;transport_2810_20250702;GER01PLANTGER02TERM-TRUCK-01;02/07/2025-00:00:00;04/07/2025-00:00:00;11.0;944.0;
PLT;31;transport_2811_20250703;GER01PLANTGER02TERM-TRUCK-01;03/07/2025-00:00:00;05/07/2025-00:00:00;11.0;1012.0;
PLT;32;transport_2812_20250704;GER01PLANTGER02TERM-TRUCK-01;04/07/2025-00:00:00;06/07/2025-00:00:00;22.0;2425.0;
PLT;35;transport_2815_20250707;GER01PLANTGER02TERM-TRUCK-01;07/07/2025-00:00:00;09/07/2025-00:00:00;26.0;2498.0;
PLT;36;transport_2816_20250708;GER01PLANTGER02TERM-TRUCK-01;08/07/2025-00:00:00;10/07/2025-00:00:00;20.0;1222.0;
