#PLT-Keyword;PlannedTransportID;PlannedTransportCode;PathSegmentCode;Departure;Arrival;Capacity;TotalPrice;
PLT;0;transport_920_20250602;GER01PLANTGER02TERM-TRUCK-01;02/06/2025-00:00:00;04/06/2025-00:00:00;31.0;1995.0;
PLT;1;transport_921_20250603;GER01PLANTGER02TERM-TRUCK-01;03/06/2025-00:00:00;05/06/2025-00:00:00;19.0;1283.0;
PLT;2;transport_922_20250604;GER01PLANTGER02TERM-TRUCK-01;04/06/2025-00:00:00;06/06/2025-00:00:00;11.0;1010.0;
PLT;3;transport_923_20250605;GER01PLANTGER02TERM-TRUCK-01;05/06/2025-00:00:00;07/06/2025-00:00:00;9.0;1043.0;
PLT;4;transport_924_20250606;GER01PLANTGER02TERM-TRUCK-01;06/06/2025-00:00:00;08/06/2025-00:00:00;16.0;977.0;
PLT;7;transport_927_20250609;GER01PLANTGER02TERM-TRUCK-01;09/06/2025-00:00:00;11/06/2025-00:00:00;26.0;2123.0;
PLT;8;transport_928_20250610;GER01PLANTGER02TERM-TRUCK-01;10/06/2025-00:00:00;12/06/2025-00:00:00;17.0;1062.0;
PLT;9;transport_929_20250611;GER01PLANTGER02TERM-TRUCK-01;11/06/2025-00:00:00;13/06/2025-00:00:00;12.0;1277.0;
PLT;10;transport_930_20250612;GER01PLANTGER02TERM-TRUCK-01;12/06/2025-00:00:00;14/06/2025-00:00:00;9.0;557.0;
PLT;11;transport_931_20250613;GER01PLANTGER02TERM-TRUCK-01;13/06/2025-00:00:00;15/06/2025-00:00:00;25.0;2285.0;
PLT;14;transport_934_20250616;GER01PLANTGER02TERM-TRUCK-01;16/06/2025-00:00:00;18/06/2025-00:00:00;21.0;2032.0;
PLT;16;transport_936_20250618;GER01PLANTGER02TERM-TRUCK-01;18/06/2025-00:00:00;20/06/2025-00:00:00;15.0;1255.0;
PLT;17;transport_937_20250619;GER01PLANTGER02TERM-TRUCK-01;19/06/2025-00:00:00;21/06/2025-00:00:00;14.0;1676.0;
