#PLT-Keyword;PlannedTransportID;PlannedTransportCode;PathSegmentCode;Departure;Arrival;Capacity;TotalPrice;
PLT;1;transport_568_20250603;GER01PLANTGER02TERM-TRAIN-01;03/06/2025-00:00:00;06/06/2025-00:00:00;43.0;0.0;
PLT;3;transport_570_20250605;GER01PLANTGER02TERM-TRAIN-01;05/06/2025-00:00:00;08/06/2025-00:00:00;22.0;0.0;
PLT;7;transport_574_20250609;GER01PLANTGER02TERM-TRAIN-01;09/06/2025-00:00:00;12/06/2025-00:00:00;22.0;0.0;
PLT;8;transport_575_20250610;GER01PLANTGER02TERM-TRAIN-01;10/06/2025-00:00:00;13/06/2025-00:00:00;22.0;0.0;
PLT;10;transport_577_20250612;GER01PLANTGER02TERM-TRAIN-01;12/06/2025-00:00:00;15/06/2025-00:00:00;22.0;0.0;
PLT;14;transport_581_20250616;GER01PLANTGER02TERM-TRAIN-01;16/06/2025-00:00:00;19/06/2025-00:00:00;22.0;0.0;
PLT;15;transport_582_20250617;GER01PLANTGER02TERM-TRAIN-01;17/06/2025-00:00:00;20/06/2025-00:00:00;22.0;0.0;
PLT;17;transport_584_20250619;GER01PLANTGER02TERM-TRAIN-01;19/06/2025-00:00:00;22/06/2025-00:00:00;22.0;0.0;
PLT;21;transport_588_20250623;GER01PLANTGER02TERM-TRAIN-01;23/06/2025-00:00:00;26/06/2025-00:00:00;22.0;0.0;
PLT;22;transport_589_20250624;GER01PLANTGER02TERM-TRAIN-01;24/06/2025-00:00:00;27/06/2025-00:00:00;22.0;0.0;
PLT;24;transport_591_20250626;GER01PLANTGER02TERM-TRAIN-01;26/06/2025-00:00:00;29/06/2025-00:00:00;22.0;0.0;
PLT;28;transport_595_20250630;GER01PLANTGER02TERM-TRAIN-01;30/06/2025-00:00:00;03/07/2025-00:00:00;22.0;0.0;
PLT;29;transport_596_20250701;GER01PLANTGER02TERM-TRAIN-01;01/07/2025-00:00:00;04/07/2025-00:00:00;22.0;0.0;
PLT;35;transport_602_20250707;GER01PLANTGER02TERM-TRAIN-01;07/07/2025-00:00:00;10/07/2025-00:00:00;22.0;0.0;
PLT;36;transport_603_20250708;GER01PLANTGER02TERM-TRAIN-01;08/07/2025-00:00:00;11/07/2025-00:00:00;22.0;0.0;
PLT;38;transport_605_20250710;GER01PLANTGER02TERM-TRAIN-01;10/07/2025-00:00:00;13/07/2025-00:00:00;22.0;0.0;
PLT;42;transport_609_20250714;GER01PLANTGER02TERM-TRAIN-01;14/07/2025-00:00:00;17/07/2025-00:00:00;22.0;0.0;
PLT;43;transport_610_20250715;GER01PLANTGER02TERM-TRAIN-01;15/07/2025-00:00:00;18/07/2025-00:00:00;22.0;0.0;
PLT;45;transport_612_20250717;GER01PLANTGER02TERM-TRAIN-01;17/07/2025-00:00:00;20/07/2025-00:00:00;22.0;0.0;
PLT;49;transport_616_20250721;GER01PLANTGER02TERM-TRAIN-01;21/07/2025-00:00:00;24/07/2025-00:00:00;22.0;0.0;
PLT;52;transport_619_20250724;GER01PLANTGER02TERM-TRAIN-01;24/07/2025-00:00:00;27/07/2025-00:00:00;22.0;0.0;
PLT;56;transport_623_20250728;GER01PLANTGER02TERM-TRAIN-01;28/07/2025-00:00:00;31/07/2025-00:00:00;22.0;0.0;
PLT;57;transport_624_20250729;GER01PLANTGER02TERM-TRAIN-01;29/07/2025-00:00:00;01/08/2025-00:00:00;22.0;0.0;
PLT;63;transport_630_20250804;GER01PLANTGER02TERM-TRAIN-01;04/08/2025-00:00:00;07/08/2025-00:00:00;22.0;0.0;
PLT;0;transport_631_20250602;GER01PLANTBEL01TERM-TRUCK-01;02/06/2025-00:00:00;04/06/2025-00:00:00;27.0;2754.0;
PLT;1;transport_632_20250603;GER01PLANTBEL01TERM-TRUCK-01;03/06/2025-00:00:00;05/06/2025-00:00:00;24.0;4631.0;
PLT;3;transport_634_20250605;GER01PLANTBEL01TERM-TRUCK-01;05/06/2025-00:00:00;07/06/2025-00:00:00;18.0;3307.0;
PLT;4;transport_635_20250606;GER01PLANTBEL01TERM-TRUCK-01;06/06/2025-00:00:00;08/06/2025-00:00:00;19.0;2535.0;
PLT;7;transport_638_20250609;GER01PLANTBEL01TERM-TRUCK-01;09/06/2025-00:00:00;11/06/2025-00:00:00;17.0;1538.0;
PLT;8;transport_639_20250610;GER01PLANTBEL01TERM-TRUCK-01;10/06/2025-00:00:00;12/06/2025-00:00:00;14.0;1314.0;
PLT;10;transport_641_20250612;GER01PLANTBEL01TERM-TRUCK-01;12/06/2025-00:00:00;14/06/2025-00:00:00;26.0;3116.0;
PLT;11;transport_642_20250613;GER01PLANTBEL01TERM-TRUCK-01;13/06/2025-00:00:00;15/06/2025-00:00:00;22.0;3727.0;
PLT;15;transport_646_20250617;GER01PLANTBEL01TERM-TRUCK-01;17/06/2025-00:00:00;19/06/2025-00:00:00;27.0;2802.0;
PLT;17;transport_648_20250619;GER01PLANTBEL01TERM-TRUCK-01;19/06/2025-00:00:00;21/06/2025-00:00:00;25.0;3179.0;
PLT;18;transport_649_20250620;GER01PLANTBEL01TERM-TRUCK-01;20/06/2025-00:00:00;22/06/2025-00:00:00;24.0;4372.0;
PLT;21;transport_652_20250623;GER01PLANTBEL01TERM-TRUCK-01;23/06/2025-00:00:00;25/06/2025-00:00:00;25.0;3956.0;
PLT;24;transport_655_20250626;GER01PLANTBEL01TERM-TRUCK-01;26/06/2025-00:00:00;28/06/2025-00:00:00;21.0;3864.0;
PLT;25;transport_656_20250627;GER01PLANTBEL01TERM-TRUCK-01;27/06/2025-00:00:00;29/06/2025-00:00:00;22.0;3965.0;
PLT;28;transport_659_20250630;GER01PLANTBEL01TERM-TRUCK-01;30/06/2025-00:00:00;02/07/2025-00:00:00;27.0;4925.0;
PLT;29;transport_660_20250701;GER01PLANTBEL01TERM-TRUCK-01;01/07/2025-00:00:00;03/07/2025-00:00:00;22.0;3018.0;
PLT;31;transport_662_20250703;GER01PLANTBEL01TERM-TRUCK-01;03/07/2025-00:00:00;05/07/2025-00:00:00;16.0;2983.0;
PLT;32;transport_663_20250704;GER01PLANTBEL01TERM-TRUCK-01;04/07/2025-00:00:00;06/07/2025-00:00:00;14.0;1711.0;
PLT;35;transport_666_20250707;GER01PLANTBEL01TERM-TRUCK-01;07/07/2025-00:00:00;09/07/2025-00:00:00;17.0;2973.0;
PLT;36;transport_667_20250708;GER01PLANTBEL01TERM-TRUCK-01;08/07/2025-00:00:00;10/07/2025-00:00:00;24.0;3121.0;
PLT;39;transport_670_20250711;GER01PLANTBEL01TERM-TRUCK-01;11/07/2025-00:00:00;13/07/2025-00:00:00;23.0;2708.0;
PLT;42;transport_673_20250714;GER01PLANTBEL01TERM-TRUCK-01;14/07/2025-00:00:00;16/07/2025-00:00:00;25.0;2914.0;
PLT;43;transport_674_20250715;GER01PLANTBEL01TERM-TRUCK-01;15/07/2025-00:00:00;17/07/2025-00:00:00;23.0;2370.0;
PLT;45;transport_676_20250717;GER01PLANTBEL01TERM-TRUCK-01;17/07/2025-00:00:00;19/07/2025-00:00:00;28.0;5486.0;
PLT;46;transport_677_20250718;GER01PLANTBEL01TERM-TRUCK-01;18/07/2025-00:00:00;20/07/2025-00:00:00;16.0;1810.0;
PLT;49;transport_680_20250721;GER01PLANTBEL01TERM-TRUCK-01;21/07/2025-00:00:00;23/07/2025-00:00:00;15.0;2955.0;
PLT;50;transport_681_20250722;GER01PLANTBEL01TERM-TRUCK-01;22/07/2025-00:00:00;24/07/2025-00:00:00;15.0;2024.0;
PLT;52;transport_683_20250724;GER01PLANTBEL01TERM-TRUCK-01;24/07/2025-00:00:00;26/07/2025-00:00:00;23.0;2097.0;
PLT;53;transport_684_20250725;GER01PLANTBEL01TERM-TRUCK-01;25/07/2025-00:00:00;27/07/2025-00:00:00;27.0;2862.0;
PLT;56;transport_687_20250728;GER01PLANTBEL01TERM-TRUCK-01;28/07/2025-00:00:00;30/07/2025-00:00:00;18.0;2053.0;
PLT;57;transport_688_20250729;GER01PLANTBEL01TERM-TRUCK-01;29/07/2025-00:00:00;31/07/2025-00:00:00;18.0;1902.0;
PLT;59;transport_690_20250731;GER01PLANTBEL01TERM-TRUCK-01;31/07/2025-00:00:00;02/08/2025-00:00:00;16.0;1997.0;
PLT;60;transport_691_20250801;GER01PLANTBEL01TERM-TRUCK-01;01/08/2025-00:00:00;03/08/2025-00:00:00;19.0;2835.0;
PLT;63;transport_694_20250804;GER01PLANTBEL01TERM-TRUCK-01;04/08/2025-00:00:00;06/08/2025-00:00:00;26.0;3394.0;
PLT;2;transport_697_20250604;GER01PLANTBEL01TERM-TRAIN-01;04/06/2025-00:00:00;07/06/2025-00:00:00;18.0;0.0;
PLT;9;transport_704_20250611;GER01PLANTBEL01TERM-TRAIN-01;11/06/2025-00:00:00;14/06/2025-00:00:00;18.0;0.0;
PLT;16;transport_711_20250618;GER01PLANTBEL01TERM-TRAIN-01;18/06/2025-00:00:00;21/06/2025-00:00:00;18.0;0.0;
