#PLT-Keyword;PlannedTransportID;PlannedTransportCode;PathSegmentCode;Departure;Arrival;Capacity;TotalPrice;
PLT;0;transport_5679_20250602;GER01PLANTGER02TERM-TRAIN-01;02/06/2025-00:00:00;05/06/2025-00:00:00;22.0;0.0;
PLT;1;transport_5680_20250603;GER01PLANTGER02TERM-TRAIN-01;03/06/2025-00:00:00;06/06/2025-00:00:00;22.0;0.0;
PLT;7;transport_5686_20250609;GER01PLANTGER02TERM-TRAIN-01;09/06/2025-00:00:00;12/06/2025-00:00:00;22.0;0.0;
PLT;14;transport_5693_20250616;GER01PLANTGER02TERM-TRAIN-01;16/06/2025-00:00:00;19/06/2025-00:00:00;22.0;0.0;
PLT;15;transport_5694_20250617;GER01PLANTGER02TERM-TRAIN-01;17/06/2025-00:00:00;20/06/2025-00:00:00;22.0;0.0;
PLT;17;transport_5696_20250619;GER01PLANTGER02TERM-TRAIN-01;19/06/2025-00:00:00;22/06/2025-00:00:00;22.0;0.0;
PLT;21;transport_5700_20250623;GER01PLANTGER02TERM-TRAIN-01;23/06/2025-00:00:00;26/06/2025-00:00:00;22.0;0.0;
PLT;22;transport_5701_20250624;GER01PLANTGER02TERM-TRAIN-01;24/06/2025-00:00:00;27/06/2025-00:00:00;22.0;0.0;
PLT;24;transport_5703_20250626;GER01PLANTGER02TERM-TRAIN-01;26/06/2025-00:00:00;29/06/2025-00:00:00;22.0;0.0;
PLT;28;transport_5707_20250630;GER01PLANTGER02TERM-TRAIN-01;30/06/2025-00:00:00;03/07/2025-00:00:00;22.0;0.0;
PLT;29;transport_5708_20250701;GER01PLANTGER02TERM-TRAIN-01;01/07/2025-00:00:00;04/07/2025-00:00:00;22.0;0.0;
PLT;31;transport_5710_20250703;GER01PLANTGER02TERM-TRAIN-01;03/07/2025-00:00:00;06/07/2025-00:00:00;22.0;0.0;
PLT;36;transport_5715_20250708;GER01PLANTGER02TERM-TRAIN-01;08/07/2025-00:00:00;11/07/2025-00:00:00;43.0;0.0;
PLT;38;transport_5717_20250710;GER01PLANTGER02TERM-TRAIN-01;10/07/2025-00:00:00;13/07/2025-00:00:00;22.0;0.0;
PLT;42;transport_5721_20250714;GER01PLANTGER02TERM-TRAIN-01;14/07/2025-00:00:00;17/07/2025-00:00:00;22.0;0.0;
PLT;43;transport_5722_20250715;GER01PLANTGER02TERM-TRAIN-01;15/07/2025-00:00:00;18/07/2025-00:00:00;22.0;0.0;
PLT;50;transport_5729_20250722;GER01PLANTGER02TERM-TRAIN-01;22/07/2025-00:00:00;25/07/2025-00:00:00;22.0;0.0;
PLT;56;transport_5735_20250728;GER01PLANTGER02TERM-TRAIN-01;28/07/2025-00:00:00;31/07/2025-00:00:00;22.0;0.0;
PLT;57;transport_5736_20250729;GER01PLANTGER02TERM-TRAIN-01;29/07/2025-00:00:00;01/08/2025-00:00:00;22.0;0.0;
PLT;59;transport_5738_20250731;GER01PLANTGER02TERM-TRAIN-01;31/07/2025-00:00:00;03/08/2025-00:00:00;22.0;0.0;
PLT;0;transport_5742_20250602;GER01PLANTBEL01TERM-TRUCK-01;02/06/2025-00:00:00;04/06/2025-00:00:00;26.0;4657.0;
PLT;1;transport_5743_20250603;GER01PLANTBEL01TERM-TRUCK-01;03/06/2025-00:00:00;05/06/2025-00:00:00;15.0;2222.0;
PLT;2;transport_5744_20250604;GER01PLANTBEL01TERM-TRUCK-01;04/06/2025-00:00:00;06/06/2025-00:00:00;22.0;3611.0;
PLT;3;transport_5745_20250605;GER01PLANTBEL01TERM-TRUCK-01;05/06/2025-00:00:00;07/06/2025-00:00:00;19.0;2944.0;
PLT;4;transport_5746_20250606;GER01PLANTBEL01TERM-TRUCK-01;06/06/2025-00:00:00;08/06/2025-00:00:00;16.0;2128.0;
PLT;7;transport_5749_20250609;GER01PLANTBEL01TERM-TRUCK-01;09/06/2025-00:00:00;11/06/2025-00:00:00;16.0;1632.0;
PLT;8;transport_5750_20250610;GER01PLANTBEL01TERM-TRUCK-01;10/06/2025-00:00:00;12/06/2025-00:00:00;17.0;2113.0;
PLT;9;transport_5751_20250611;GER01PLANTBEL01TERM-TRUCK-01;11/06/2025-00:00:00;13/06/2025-00:00:00;20.0;3879.0;
PLT;10;transport_5752_20250612;GER01PLANTBEL01TERM-TRUCK-01;12/06/2025-00:00:00;14/06/2025-00:00:00;17.0;3288.0;
PLT;11;transport_5753_20250613;GER01PLANTBEL01TERM-TRUCK-01;13/06/2025-00:00:00;15/06/2025-00:00:00;16.0;2121.0;
PLT;14;transport_5756_20250616;GER01PLANTBEL01TERM-TRUCK-01;16/06/2025-00:00:00;18/06/2025-00:00:00;15.0;2827.0;
PLT;17;transport_5759_20250619;GER01PLANTBEL01TERM-TRUCK-01;19/06/2025-00:00:00;21/06/2025-00:00:00;28.0;4262.0;
PLT;18;transport_5760_20250620;GER01PLANTBEL01TERM-TRUCK-01;20/06/2025-00:00:00;22/06/2025-00:00:00;27.0;2505.0;
PLT;21;transport_5763_20250623;GER01PLANTBEL01TERM-TRUCK-01;23/06/2025-00:00:00;25/06/2025-00:00:00;27.0;4919.0;
PLT;22;transport_5764_20250624;GER01PLANTBEL01TERM-TRUCK-01;24/06/2025-00:00:00;26/06/2025-00:00:00;18.0;1778.0;
PLT;23;transport_5765_20250625;GER01PLANTBEL01TERM-TRUCK-01;25/06/2025-00:00:00;27/06/2025-00:00:00;22.0;3562.0;
PLT;24;transport_5766_20250626;GER01PLANTBEL01TERM-TRUCK-01;26/06/2025-00:00:00;28/06/2025-00:00:00;16.0;2705.0;
PLT;25;transport_5767_20250627;GER01PLANTBEL01TERM-TRUCK-01;27/06/2025-00:00:00;29/06/2025-00:00:00;15.0;2480.0;
PLT;28;transport_5770_20250630;GER01PLANTBEL01TERM-TRUCK-01;30/06/2025-00:00:00;02/07/2025-00:00:00;16.0;2590.0;
PLT;31;transport_5773_20250703;GER01PLANTBEL01TERM-TRUCK-01;03/07/2025-00:00:00;05/07/2025-00:00:00;22.0;2498.0;
