#PLT-Keyword;PlannedTransportID;PlannedTransportCode;PathSegmentCode;Departure;Arrival;Capacity;TotalPrice;
PLT;0;transport_2277_20250602;GER01PLANTGER02TERM-TRAIN-01;02/06/2025-00:00:00;05/06/2025-00:00:00;22.0;0.0;
PLT;1;transport_2278_20250603;GER01PLANTGER02TERM-TRAIN-01;03/06/2025-00:00:00;06/06/2025-00:00:00;22.0;0.0;
PLT;3;transport_2280_20250605;GER01PLANTGER02TERM-TRAIN-01;05/06/2025-00:00:00;08/06/2025-00:00:00;22.0;0.0;
PLT;7;transport_2284_20250609;GER01PLANTGER02TERM-TRAIN-01;09/06/2025-00:00:00;12/06/2025-00:00:00;22.0;0.0;
PLT;10;transport_2287_20250612;GER01PLANTGER02TERM-TRAIN-01;12/06/2025-00:00:00;15/06/2025-00:00:00;22.0;0.0;
PLT;14;transport_2291_20250616;GER01PLANTGER02TERM-TRAIN-01;16/06/2025-00:00:00;19/06/2025-00:00:00;22.0;0.0;
PLT;15;transport_2292_20250617;GER01PLANTGER02TERM-TRAIN-01;17/06/2025-00:00:00;20/06/2025-00:00:00;22.0;0.0;
PLT;17;transport_2294_20250619;GER01PLANTGER02TERM-TRAIN-01;19/06/2025-00:00:00;22/06/2025-00:00:00;22.0;0.0;
PLT;21;transport_2298_20250623;GER01PLANTGER02TERM-TRAIN-01;23/06/2025-00:00:00;26/06/2025-00:00:00;22.0;0.0;
PLT;22;transport_2299_20250624;GER01PLANTGER02TERM-TRAIN-01;24/06/2025-00:00:00;27/06/2025-00:00:00;22.0;0.0;
PLT;24;transport_2301_20250626;GER01PLANTGER02TERM-TRAIN-01;26/06/2025-00:00:00;29/06/2025-00:00:00;22.0;0.0;
PLT;29;transport_2306_20250701;GER01PLANTGER02TERM-TRAIN-01;01/07/2025-00:00:00;04/07/2025-00:00:00;22.0;0.0;
PLT;31;transport_2308_20250703;GER01PLANTGER02TERM-TRAIN-01;03/07/2025-00:00:00;06/07/2025-00:00:00;22.0;0.0;
PLT;35;transport_2312_20250707;GER01PLANTGER02TERM-TRAIN-01;07/07/2025-00:00:00;10/07/2025-00:00:00;22.0;0.0;
PLT;38;transport_2315_20250710;GER01PLANTGER02TERM-TRAIN-01;10/07/2025-00:00:00;13/07/2025-00:00:00;22.0;0.0;
PLT;42;transport_2319_20250714;GER01PLANTGER02TERM-TRAIN-01;14/07/2025-00:00:00;17/07/2025-00:00:00;22.0;0.0;
PLT;43;transport_2320_20250715;GER01PLANTGER02TERM-TRAIN-01;15/07/2025-00:00:00;18/07/2025-00:00:00;22.0;0.0;
PLT;45;transport_2322_20250717;GER01PLANTGER02TERM-TRAIN-01;17/07/2025-00:00:00;20/07/2025-00:00:00;22.0;0.0;
PLT;50;transport_2327_20250722;GER01PLANTGER02TERM-TRAIN-01;22/07/2025-00:00:00;25/07/2025-00:00:00;43.0;0.0;
PLT;52;transport_2329_20250724;GER01PLANTGER02TERM-TRAIN-01;24/07/2025-00:00:00;27/07/2025-00:00:00;22.0;0.0;
PLT;56;transport_2333_20250728;GER01PLANTGER02TERM-TRAIN-01;28/07/2025-00:00:00;31/07/2025-00:00:00;22.0;0.0;
PLT;59;transport_2336_20250731;GER01PLANTGER02TERM-TRAIN-01;31/07/2025-00:00:00;03/08/2025-00:00:00;22.0;0.0;
